# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_fld            14:(.)rho_efld           15:(.)rho_efld_t         16:(.)w_fld              17:(.)w_efld             18:(.)rho_ur             19:(.)rho_crit           20:(.)rho_tot            21:(.)p_tot              22:(.)p_tot_prime        23:gr.fac. D             24:gr.fac. f          
       1.386907028680e+12       3.930052177868e-22       3.342338459333e-07       4.149520887308e+18       1.027314575268e+04       7.407234616479e-09       1.424789805106e+16       1.929698187932e-07       1.018048500049e+37       3.007059719414e+27       3.565092223373e+28       2.131766915216e-08       5.116183148411e-09       1.198760271717e+32       1.198760241765e+32      -1.000000000000e+00       1.000000000000e-01       7.037918679028e+36       1.721852359420e+37       1.721852359420e+37       5.739479880776e+36      -6.868821460199e+43       4.509959283243e-03       2.092879544764e-01 
       1.372079028346e+12       4.015454908851e-22       3.378463588888e-07       4.061266800818e+18       1.027314575268e+04       7.487284289344e-09       1.409556784240e+16       1.950552324905e-07       9.752042322963e+36       2.911638041456e+27       3.451962750143e+28       2.131766915216e-08       5.116183148411e-09       1.156983609371e+32       1.156983580390e+32      -1.000000000000e+00       1.000000000000e-01       6.741729968673e+36       1.649388802743e+37       1.649388802743e+37       5.497935667048e+36      -6.509402490126e+43       4.520105032088e-03       2.088181849312e-01 
       1.357409560335e+12       4.102713499185e-22       3.414970706217e-07       3.974889747189e+18       1.027314575268e+04       7.568199055655e-09       1.394486625941e+16       1.971631831103e-07       9.341630527844e+36       2.819244336825e+27       3.342423163769e+28       2.131766915216e-08       5.116183148411e-09       1.116662859072e+32       1.116662831027e+32      -1.000000000000e+00       1.000000000000e-01       6.458006271932e+36       1.579974850231e+37       1.579974850231e+37       5.266556766554e+36      -6.168790531593e+43       4.530250780667e-03       2.083505195075e-01 
       1.342896929714e+12       4.191868277938e-22       3.451878001215e-07       3.890349804717e+18       1.027314575267e+04       7.649988264441e-09       1.379577588977e+16       1.992939142071e-07       8.948490790823e+36       2.729782520202e+27       3.236359547981e+28       2.131766915216e-08       5.116183148411e-09       1.077747282446e+32       1.077747255305e+32      -1.000000000000e+00       1.000000000000e-01       6.186223002420e+36       1.513482160306e+37       1.513482160306e+37       5.044915375221e+36      -5.846001486007e+43       4.540396528978e-03       2.078849440995e-01 
       1.328539459667e+12       4.282960450551e-22       3.489167283988e-07       3.807607900778e+18       1.027314575267e+04       7.732661365766e-09       1.364827950734e+16       2.014476719674e-07       8.571896222481e+36       2.643159555299e+27       3.133661601363e+28       2.131766915216e-08       5.116183148411e-09       1.040187909335e+32       1.040187883077e+32      -1.000000000000e+00       1.000000000000e-01       5.925877650816e+36       1.449787792607e+37       1.449787792607e+37       4.832601692978e+36      -5.540102748871e+43       4.550542277019e-03       2.074214447276e-01 
       1.314335491308e+12       4.376032117893e-22       3.526874934323e-07       3.726625793761e+18       1.027314575266e+04       7.816227911818e-09       1.350236007012e+16       2.036247052385e-07       8.211150524326e+36       2.559285358106e+27       3.034222522643e+28       2.131766915216e-08       5.116183148411e-09       1.003937476216e+32       1.003937450803e+32      -1.000000000000e+00       1.000000000000e-01       5.676488855753e+36       1.388773980673e+37       1.388773980673e+37       4.629223166068e+36      -5.250210515299e+43       4.560688024787e-03       2.069600075363e-01 
       1.300283383488e+12       4.471126295703e-22       3.565000952221e-07       3.647366055400e+18       1.027314575266e+04       7.900697558018e-09       1.335800071834e+16       2.058252655567e-07       7.865586701377e+36       2.478072703210e+27       2.937938899628e+28       2.131766915216e-08       5.116183148411e-09       9.689503666579e+31       9.689503420696e+31      -1.000000000000e+00       1.000000000000e-01       5.437595513815e+36       1.330327914209e+37       1.330327914209e+37       4.434403761234e+36      -4.975487226516e+43       4.570833772282e-03       2.065006187932e-01 
       1.286381512601e+12       4.568286934490e-22       3.603527147789e-07       3.569792053471e+18       1.027314575266e+04       7.986080064130e-09       1.321518477248e+16       2.080496071766e-07       7.534565828942e+36       2.399437133083e+27       2.844710601656e+28       2.131766915216e-08       5.116183148411e-09       9.351825539856e+31       9.351825301926e+31      -1.000000000000e+00       1.000000000000e-01       5.208755926983e+36       1.274341530503e+37       1.274341530503e+37       4.247783270467e+36      -4.715139149983e+43       4.580979519500e-03       2.060432648876e-01 
       1.272628272402e+12       4.667558939831e-22       3.642471710918e-07       3.493867934864e+18       1.027314575265e+04       8.072385295394e-09       1.307389573135e+16       2.102979871008e-07       7.217475871281e+36       2.323296870250e+27       2.754440675468e+28       2.131766915216e-08       5.116183148411e-09       9.025915458372e+31       9.025915228117e+31      -1.000000000000e+00       1.000000000000e-01       4.989546985970e+36       1.220711314627e+37       1.220711314627e+37       4.069016644999e+36      -4.468414086129e+43       4.591125266440e-03       2.055879323291e-01 
       1.259022073820e+12       4.768988193128e-22       3.681834641611e-07       3.419558609012e+18       1.027314575265e+04       8.159623223661e-09       1.293411727016e+16       2.125706651089e-07       6.913730549997e+36       2.249572732241e+27       2.667035244378e+28       2.131766915216e-08       5.116183148411e-09       8.711363306962e+31       8.711363084207e+31      -1.000000000000e+00       1.000000000000e-01       4.779563387917e+36       1.169338108047e+37       1.169338108047e+37       3.897773357335e+36      -4.234599195100e+43       4.601271013099e-03       2.051346077462e-01 
       1.245561344769e+12       4.872621572825e-22       3.721615939867e-07       3.346829731671e+18       1.027314575264e+04       8.247803928549e-09       1.279583323868e+16       2.148679037883e-07       6.622768260046e+36       2.178188049253e+27       2.582403410648e+28       2.131766915216e-08       5.116183148411e-09       8.407773263182e+31       8.407773047599e+31      -1.000000000000e+00       1.000000000000e-01       4.578416887014e+36       1.120126925279e+37       1.120126925279e+37       3.733736790127e+36      -4.013018937208e+43       4.611416759476e-03       2.046832778851e-01 
       1.232244529976e+12       4.978506976055e-22       3.761833795579e-07       3.275647689049e+18       1.027314575264e+04       8.336937598604e-09       1.265902765935e+16       2.171899685638e-07       6.344051031362e+36       2.109068584406e+27       2.500457160955e+28       2.131766915216e-08       5.116183148411e-09       8.114763298654e+31       8.114763090072e+31      -1.000000000000e+00       1.000000000000e-01       4.385735576662e+36       1.072986778277e+37       1.072986778277e+37       3.576603650771e+36      -3.803033121163e+43       4.621562505569e-03       2.042339296085e-01 
       1.219070090793e+12       5.086693340794e-22       3.802488208748e-07       3.205979582270e+18       1.027314575264e+04       8.427034532481e-09       1.252368472541e+16       2.195371277288e-07       6.077063534192e+36       2.042142456550e+27       2.421111274866e+28       2.131766915216e-08       5.116183148411e-09       7.831964698870e+31       7.831964497044e+31      -1.000000000000e+00       1.000000000000e-01       4.201163201838e+36       1.027830508193e+37       1.027830508193e+37       3.426083410641e+36      -3.604035054423e+43       4.631708251374e-03       2.037865498941e-01 
       1.206036505023e+12       5.197230668470e-22       3.843579179375e-07       3.137793212167e+18       1.027314575263e+04       8.518105140133e-09       1.238978879911e+16       2.219096524761e-07       5.821312126280e+36       1.977340065505e+27       2.344283236208e+28       2.131766915216e-08       5.116183148411e-09       7.559021598905e+31       7.559021403594e+31      -1.000000000000e+00       1.000000000000e-01       4.024358500407e+36       9.845746242322e+36       9.845746242322e+36       3.281897767917e+36      -3.415449790335e+43       4.641853996891e-03       2.033411258334e-01 
       1.193142266743e+12       5.310170047072e-22       3.885124897351e-07       3.071057064404e+18       1.027314575263e+04       8.610159944009e-09       1.225732440989e+16       2.243078169293e-07       5.576323940157e+36       1.914594019683e+27       2.269893147257e+28       2.131766915216e-08       5.116183148411e-09       7.295590535600e+31       7.295590346658e+31      -1.000000000000e+00       1.000000000000e-01       3.854994572149e+36       9.431391492825e+36       9.431391492825e+36       3.143780133026e+36      -3.236732466994e+43       4.651999742116e-03       2.028976446307e-01 
       1.180385886133e+12       5.425563674770e-22       3.927107172785e-07       3.005740294905e+18       1.027314575262e+04       8.703209580279e-09       1.212627625259e+16       2.267318981742e-07       5.341646008843e+36       1.853839066003e+27       2.197863645649e+28       2.131766915216e-08       5.116183148411e-09       7.041340015669e+31       7.041339832817e+31      -1.000000000000e+00       1.000000000000e-01       3.692758274343e+36       9.034474720418e+36       9.034474720418e+36       3.011475135735e+36      -3.067366733025e+43       4.662145487048e-03       2.024560936014e-01 
       1.167765889297e+12       5.543464884029e-22       3.969544195570e-07       2.941812715605e+18       1.027314575262e+04       8.797264800052e-09       1.199662918569e+16       2.291821762912e-07       5.116844428335e+36       1.795012022031e+27       2.128119823923e+28       2.131766915216e-08       5.116183148411e-09       6.795950098075e+31       6.795949921164e+31      -1.000000000000e+00       1.000000000000e-01       3.537349642784e+36       8.654262053696e+36       8.654262053696e+36       2.884738152990e+36      -2.906863255733e+43       4.672291231685e-03       2.020164601714e-01 
       1.155280818100e+12       5.663928166266e-22       4.012454155600e-07       2.879244780492e+18       1.027314575262e+04       8.892336470629e-09       1.186836822955e+16       2.316589343876e-07       4.901503555354e+36       1.738051710271e+27       2.060589151624e+28       2.131766915216e-08       5.116183148411e-09       6.559111991870e+31       6.559111820697e+31      -1.000000000000e+00       1.000000000000e-01       3.388481337174e+36       8.290050505992e+36       8.290050505992e+36       2.763334856621e+36      -2.754758307325e+43       4.682436976024e-03       2.015787318754e-01 
       1.142929229996e+12       5.787009197033e-22       4.055818862980e-07       2.818007571955e+18       1.027314575261e+04       8.988435576749e-09       1.174147856468e+16       2.341624586299e-07       4.695225238842e+36       1.682898894549e+27       1.995201399874e+28       2.131766915216e-08       5.116183148411e-09       6.330527667386e+31       6.330527501743e+31      -1.000000000000e+00       1.000000000000e-01       3.245878109844e+36       7.941166675597e+36       7.941166675597e+36       2.647040780090e+36      -2.610612425097e+43       4.692582720063e-03       2.011428963559e-01 
       1.130709697862e+12       5.912764861742e-22       4.099638317712e-07       2.758072787418e+18       1.027314575261e+04       9.085573221866e-09       1.161594553003e+16       2.366930382775e-07       4.497628083811e+36       1.629496218402e+27       1.931888568336e+28       2.131766915216e-08       5.116183148411e-09       6.109909481172e+31       6.109909320935e+31      -1.000000000000e+00       1.000000000000e-01       3.109276296841e+36       7.606965500695e+36       7.606965500695e+36       2.535640903460e+36      -2.474009141742e+43       4.702728463800e-03       2.007089413619e-01 
       1.118620809832e+12       6.041253281971e-22       4.143948899582e-07       2.699412726257e+18       1.027314575260e+04       9.183760629428e-09       1.149175462131e+16       2.392509657155e-07       4.308346746167e+36       1.577788145435e+27       1.870584814497e+28       2.131766915216e-08       5.116183148411e-09       5.896979814308e+31       5.896979659242e+31      -1.000000000000e+00       1.000000000000e-01       2.978423330432e+36       7.286829066680e+36       7.286829066680e+36       2.428929255846e+36      -2.344553782083e+43       4.712874207232e-03       2.002768547483e-01 
       1.106661169136e+12       6.172533842309e-22       4.188732418697e-07       2.642000277002e+18       1.027314575260e+04       9.283009144171e-09       1.136889148928e+16       2.418365364890e-07       4.127031257213e+36       1.527720901567e+27       1.811226385195e+28       2.131766915216e-08       5.116183148411e-09       5.691470722650e+31       5.691470572625e+31      -1.000000000000e+00       1.000000000000e-01       2.853077272121e+36       6.980165463680e+36       6.980165463680e+36       2.326708534582e+36      -2.221872322780e+43       4.723019950358e-03       1.998466244739e-01 
       1.094829393937e+12       6.306667217817e-22       4.234007064952e-07       2.585808904802e+18       1.027314575259e+04       9.383330233438e-09       1.124734193815e+16       2.444500493368e-07       3.953346376581e+36       1.479242419102e+27       1.753751550319e+28       2.131766915216e-08       5.116183148411e-09       5.493123600021e+31       5.493123454868e+31      -1.000000000000e+00       1.000000000000e-01       2.733006365321e+36       6.686407692155e+36       6.686407692155e+36       2.228789740424e+36      -2.105610311694e+43       4.733165693174e-03       1.994182386011e-01 
       1.083124117171e+12       6.443715402062e-22       4.279754648451e-07       2.530812639163e+18       1.027314575259e+04       9.484735488496e-09       1.112709192385e+16       2.470918062263e-07       3.786970972393e+36       1.432302282587e+27       1.698100538611e+28       2.131766915216e-08       5.116183148411e-09       5.301688852608e+31       5.301688712149e+31      -1.000000000000e+00       1.000000000000e-01       2.617988606854e+36       6.405012614549e+36       6.405012614549e+36       2.134991828105e+36      -1.995431843805e+43       4.743311435679e-03       1.989916852942e-01 
       1.071543986392e+12       6.583741735768e-22       4.326011548983e-07       2.476986061946e+18       1.027314575258e+04       9.587236625879e-09       1.100812755252e+16       2.497621123882e-07       3.627597427512e+36       1.386851676380e+27       1.644215475508e+28       2.131766915216e-08       5.116183148411e-09       5.116925584838e+31       5.116925448967e+31      -1.000000000000e+00       1.000000000000e-01       2.507811336478e+36       6.135459951074e+36       6.135459951074e+36       2.045141371589e+36      -1.891018590710e+43       4.753457177870e-03       1.985669528187e-01 
       1.060087663610e+12       6.726810936104e-22       4.372759576654e-07       2.424304295616e+18       1.027314575258e+04       9.690845488742e-09       1.089043507879e+16       2.524612763517e-07       3.474931070774e+36       1.342843333884e+27       1.592040322954e+28       2.131766915216e-08       5.116183148411e-09       4.938601296482e+31       4.938601165000e+31      -1.000000000000e+00       1.000000000000e-01       2.402270843693e+36       5.877251317744e+36       5.877251317744e+36       1.959072243424e+36      -1.792068880909e+43       4.763602919746e-03       1.981440295399e-01 
       1.048753825145e+12       6.872989126573e-22       4.420016921358e-07       2.372742991749e+18       1.027314575257e+04       9.795574048226e-09       1.077400090429e+16       2.551896099803e-07       3.328689632167e+36       1.300231488390e+27       1.541520821126e+28       2.131766915216e-08       5.116183148411e-09       4.766491589742e+31       4.766491462537e+31      -1.000000000000e+00       1.000000000000e-01       2.301171991097e+36       5.629909304895e+36       5.629909304895e+36       1.876625307580e+36      -1.698296828208e+43       4.773748661302e-03       1.977229039221e-01 
       1.037541161464e+12       7.022343867592e-22       4.467783583095e-07       2.322278319774e+18       1.027314575257e+04       9.901434404846e-09       1.065881157602e+16       2.579474285077e-07       3.188602720924e+36       1.258971825486e+27       1.492604432000e+28       2.131766915216e-08       5.116183148411e-09       4.600379887172e+31       4.600379764102e+31      -1.000000000000e+00       1.000000000000e-01       2.204327853585e+36       5.392976594494e+36       5.392976594494e+36       1.797648125216e+36      -1.609431505741e+43       4.783894402538e-03       1.973035645276e-01 
       1.026448377037e+12       7.174944187708e-22       4.516059561865e-07       2.272886955962e+18       1.027314575256e+04       1.000843878989e-08       1.054485378480e+16       2.607350505745e-07       3.054411325597e+36       1.219021436967e+27       1.445240284721e+28       2.131766915216e-08       5.116183148411e-09       4.440057159007e+31       4.440057039921e+31      -1.000000000000e+00       1.000000000000e-01       2.111559372742e+36       5.166015114582e+36       5.166015114582e+36       1.721994672837e+36      -1.525216163202e+43       4.794040143451e-03       1.968860000153e-01 
       1.015474190186e+12       7.330860615500e-22       4.564863047563e-07       2.224546072644e+18       1.027314575256e+04       1.011659956681e-08       1.043211436376e+16       2.635527982644e-07       2.925867335153e+36       1.180338776217e+27       1.399379122693e+28       2.131766915216e-08       5.116183148411e-09       4.285321660076e+31       4.285321544883e+31      -1.000000000000e+00       1.000000000000e-01       2.022695025771e+36       4.948605229314e+36       4.948605229314e+36       1.649525072296e+36      -1.445407485042e+43       4.804185884038e-03       1.964701991399e-01 
       1.004617332935e+12       7.490165212185e-22       4.614194040187e-07       2.177233327662e+18       1.027314575256e+04       1.022592923271e-08       1.032058028680e+16       2.664009971423e-07       2.802733080242e+36       1.142883614998e+27       1.354973252359e+28       2.131766915216e-08       5.116183148411e-09       4.135978676142e+31       4.135978564674e+31      -1.000000000000e+00       1.000000000000e-01       1.937570508361e+36       4.740344963082e+36       4.740344963082e+36       1.580105332180e+36      -1.369774887476e+43       4.814331624296e-03       1.960561507512e-01 
       9.938765508637e+11       7.652931604910e-22       4.664070729632e-07       2.130926854044e+18       1.027314575255e+04       1.033644041970e-08       1.021023866707e+16       2.692799762910e-07       2.684780893755e+36       1.106617001619e+27       1.311976493600e+28       2.131766915216e-08       5.116183148411e-09       3.991840278589e+31       3.991840170749e+31      -1.000000000000e+00       1.000000000000e-01       1.856028430899e+36       4.540849257284e+36       4.540849257284e+36       1.513607100059e+36      -1.298099852284e+43       4.824477364224e-03       1.956438437923e-01 
       9.832506029643e+11       7.819235020790e-22       4.714474926004e-07       2.085605249893e+18       1.027314575255e+04       1.044814589644e-08       1.010107675554e+16       2.721900683500e-07       2.571792689888e+36       1.071501220422e+27       1.270344131711e+28       2.131766915216e-08       5.116183148411e-09       3.852725088184e+31       3.852724983854e+31      -1.000000000000e+00       1.000000000000e-01       1.777918027469e+36       4.349749258383e+36       4.349749258383e+36       1.449907425178e+36      -1.230175295465e+43       4.834623103819e-03       1.952332672996e-01 
       9.727382614968e+11       7.989152321677e-22       4.765424819198e-07       2.041247568503e+18       1.027314575254e+04       1.056105856957e-08       9.993081939439e+15       2.751316095533e-07       2.463559560911e+36       1.037499752568e+27       1.230032870898e+28       2.131766915216e-08       5.116183148411e-09       3.718458046732e+31       3.718457945782e+31      -1.000000000000e+00       1.000000000000e-01       1.703094877091e+36       4.166691635920e+36       4.166691635920e+36       1.388888531125e+36      -1.165804968923e+43       4.844768843079e-03       1.948244104010e-01 
       9.623383118476e+11       8.162762039672e-22       4.816920409212e-07       1.997833308670e+18       1.027314575253e+04       1.067519148521e-08       9.886241740869e+15       2.781049397688e-07       2.359881390915e+36       1.004577238049e+27       1.191000789251e+28       2.131766915216e-08       5.116183148411e-09       3.588870196731e+31       3.588870099084e+31      -1.000000000000e+00       1.000000000000e-01       1.631420636699e+36       3.991337929230e+36       3.991337929230e+36       1.330437598075e+36      -1.104802893473e+43       4.854914582000e-03       1.944172623154e-01 
       9.520495523891e+11       8.340144413442e-22       4.868979885941e-07       1.955342405220e+18       1.027314575253e+04       1.079055783046e-08       9.780543815334e+15       2.811104025372e-07       2.260566485807e+36       9.726994389239e+26       1.153207295153e+28       2.131766915216e-08       5.116183148411e-09       3.463798468948e+31       3.463798374461e+31      -1.000000000000e+00       1.000000000000e-01       1.562762785356e+36       3.823363921652e+36       3.823363921652e+36       1.274446554186e+36      -1.046992821505e+43       4.865060320581e-03       1.940118123517e-01 
       9.418707943405e+11       8.521381425278e-22       4.921585059492e-07       1.913755219738e+18       1.027314575252e+04       1.090717093495e-08       9.675975950317e+15       2.841483451116e-07       2.165431218885e+36       9.418332037070e+26       1.116613085059e+28       2.131766915216e-08       5.116183148411e-09       3.343085476969e+31       3.343085385559e+31      -1.000000000000e+00       1.000000000000e-01       1.496994379227e+36       3.662459041075e+36       3.662459041075e+36       1.220811875790e+36      -9.922077277687e+42       4.875206058818e-03       1.936080499077e-01 
       9.318008616311e+11       8.706556839008e-22       4.974772309652e-07       1.873052531487e+18       1.027314575252e+04       1.102504427236e-08       9.572526063870e+15       2.872191184980e-07       2.074299691322e+36       9.119464328943e+26       1.081180102628e+28       2.131766915216e-08       5.116183148411e-09       3.226579319354e+31       3.226579230923e+31      -1.000000000000e+00       1.000000000000e-01       1.433993816872e+36       3.508325785711e+36       3.508325785711e+36       1.169434395977e+36      -9.402893268008e+42       4.885351796710e-03       1.932059644693e-01 
       9.218385907638e+11       8.895756238700e-22       5.028541636420e-07       1.833215528528e+18       1.027314575251e+04       1.114419146197e-08       9.470182203219e+15       2.903230774959e-07       1.987003406941e+36       8.830080455811e+26       1.046871499144e+28       2.131766915216e-08       5.116183148411e-09       3.114133388409e+31       3.114133302845e+31      -1.000000000000e+00       1.000000000000e-01       1.373644614409e+36       3.360679174035e+36       3.360679174035e+36       1.120219121250e+36      -8.910876156085e+42       4.895497534253e-03       1.928055456094e-01 
       9.119828306811e+11       9.089067068213e-22       5.082893039798e-07       1.794225799022e+18       1.027314575251e+04       1.126462627024e-08       9.368932543383e+15       2.934605807385e-07       1.903380960673e+36       8.549879471389e+26       1.013651595193e+28       2.131766915216e-08       5.116183148411e-09       3.005606185641e+31       3.005606102879e+31      -1.000000000000e+00       1.000000000000e-01       1.315835190149e+36       3.219246217875e+36       3.219246217875e+36       1.073075055880e+36      -8.444604402784e+42       4.905643271445e-03       1.924067829876e-01 
       9.022324426318e+11       9.286578671630e-22       5.137808329891e-07       1.756065322724e+18       1.027314575250e+04       1.138636261242e-08       9.268765385804e+15       2.966319907353e-07       1.823277740138e+36       8.278569979186e+26       9.814858435603e+27       2.131766915216e-08       5.116183148411e-09       2.900861143868e+31       2.900861063787e+31      -1.000000000000e+00       1.000000000000e-01       1.260458658281e+36       3.083765417673e+36       3.083765417673e+36       1.027915033668e+36      -8.002730852643e+42       4.915789008284e-03       1.920096663483e-01 
       8.925863000397e+11       9.488382334524e-22       5.193342076382e-07       1.718716462653e+18       1.027314575250e+04       1.150941455412e-08       9.169669157001e+15       2.998376739130e-07       1.746545639769e+36       8.015869829467e+26       9.503407933042e+27       2.131766915216e-08       5.116183148411e-09       2.799766455153e+31       2.799766377682e+31      -1.000000000000e+00       1.000000000000e-01       1.207412631256e+36       2.953986278994e+36       2.953986278994e+36       9.846555567746e+35      -7.583978841661e+42       4.925934744766e-03       1.916141855208e-01 
       8.830432883732e+11       9.694571326168e-22       5.249457899481e-07       1.682161956940e+18       1.027314575249e+04       1.163379631298e-08       9.071632407228e+15       3.030780006582e-07       1.673042786978e+36       7.761505825825e+26       9.201840549649e+27       2.131766915216e-08       5.116183148411e-09       2.702194905111e+31       2.702194830167e+31      -1.000000000000e+00       1.000000000000e-01       1.156599030470e+36       2.829668849375e+36       2.829668849375e+36       9.432166413442e+35      -7.187138508752e+42       4.936080480889e-03       1.912203304179e-01 
       8.736023050166e+11       9.905240942641e-22       5.306192178978e-07       1.646384910850e+18       1.027314575249e+04       1.175952226028e-08       8.974643809154e+15       3.063533453606e-07       1.602633279844e+36       7.515213441076e+26       8.909842668836e+27       2.131766915216e-08       5.116183148411e-09       2.608023712766e+31       2.608023640253e+31      -1.000000000000e+00       1.000000000000e-01       1.107923904932e+36       2.710583274674e+36       2.710583274674e+36       9.035216696154e+35      -6.811063300203e+42       4.946226216651e-03       1.908280910351e-01 
       8.642622591429e+11       1.012048855085e-21       5.363544914871e-07       1.611368788974e+18       1.027314575248e+04       1.188660692260e-08       8.878692156553e+15       3.096640864554e-07       1.535186935835e+36       7.276736542154e+26       8.627110625867e+27       2.131766915216e-08       5.116183148411e-09       2.517134375991e+31       2.517134305856e+31      -1.000000000000e+00       1.000000000000e-01       1.061297257546e+36       2.596509374080e+36       2.596509374080e+36       8.654972482616e+35      -6.454666657047e+42       4.956371952048e-03       1.904374574499e-01 
       8.550220715872e+11       1.034041363358e-21       5.421497917268e-07       1.577097407588e+18       1.027314575247e+04       1.201506498352e-08       8.783766363009e+15       3.130106064679e-07       1.470579051116e+36       7.045827123752e+26       8.353350392063e+27       2.131766915216e-08       5.116183148411e-09       2.429412522536e+31       2.429412454674e+31      -1.000000000000e+00       1.000000000000e-01       1.016632878722e+36       2.487236233021e+36       2.487236233021e+36       8.290730726919e+35      -6.116918875764e+42       4.966517687078e-03       1.900484198208e-01 
       8.458806747230e+11       1.056511783540e-21       5.480087565957e-07       1.543554927170e+18       1.027314575247e+04       1.214491128530e-08       8.689855460636e+15       3.163932920569e-07       1.408690169972e+36       6.822245050404e+26       8.088277269027e+27       2.131766915216e-08       5.116183148411e-09       2.344747765919e+31       2.344747700270e+31      -1.000000000000e+00       1.000000000000e-01       9.738481869707e+35       2.382561813191e+36       2.382561813191e+36       7.941817970622e+35      -5.796844133257e+42       4.976663421738e-03       1.896609683865e-01 
       8.368370123376e+11       1.079470500970e-21       5.539313860936e-07       1.510725845082e+18       1.027314575246e+04       1.227616083059e-08       8.596948598810e+15       3.198125340601e-07       1.349405863949e+36       6.605757806753e+26       7.831615592568e+27       2.131766915216e-08       5.116183148411e-09       2.263033566665e+31       2.263033503160e+31      -1.000000000000e+00       1.000000000000e-01       9.328640762223e+35       2.282292579000e+36       2.282292579000e+36       7.607589097575e+35      -5.493517667495e+42       4.986809156026e-03       1.892750934654e-01 
       8.278900395111e+11       1.102928126669e-21       5.599176802207e-07       1.478594988404e+18       1.027314575246e+04       1.240882878421e-08       8.505035042915e+15       3.232687275388e-07       1.292616520279e+36       6.396140255750e+26       7.583098446022e+27       2.131766915216e-08       5.116183148411e-09       2.184167098193e+31       2.184167036750e+31      -1.000000000000e+00       1.000000000000e-01       8.936047695617e+35       2.186243139734e+36       2.186243139734e+36       7.287426141140e+35      -5.206063105685e+42       4.996954889938e-03       1.888907854543e-01 
       8.190387224953e+11       1.126895502237e-21       5.659694579663e-07       1.447147506922e+18       1.027314575245e+04       1.254293047481e-08       8.414104173105e+15       3.267622718236e-07       1.238217139214e+36       6.193174404518e+26       7.342467382672e+27       2.131766915216e-08       5.116183148411e-09       2.108049117368e+31       2.108049057941e+31      -1.000000000000e+00       1.000000000000e-01       8.559976791229e+35       2.094235906790e+36       2.094235906790e+36       6.980737141615e+35      -4.933649932249e+42       5.007100623471e-03       1.885080348278e-01 
       8.102820385940e+11       1.151383704875e-21       5.720849003410e-07       1.416368866262e+18       1.027314575244e+04       1.267848139675e-08       8.324145483074e+15       3.302935705607e-07       1.186107139891e+36       5.996649177649e+26       7.109472156976e+27       2.131766915216e-08       5.116183148411e-09       2.034583839744e+31       2.034583782245e+31      -1.000000000000e+00       1.000000000000e-01       8.199732718786e+35       2.006100765317e+36       2.006100765317e+36       6.686955051736e+35      -4.675491089292e+42       5.017246356624e-03       1.881268321377e-01 
       8.016189760451e+11       1.176404052495e-21       5.782676453236e-07       1.386244841177e+18       1.027314575244e+04       1.281549721179e-08       8.235148578842e+15       3.338630317585e-07       1.136190174360e+36       5.806360197699e+26       6.883870464322e+27       2.131766915216e-08       5.116183148411e-09       1.963678818876e+31       1.963678763253e+31      -1.000000000000e+00       1.000000000000e-01       7.854649410781e+35       1.921674759691e+36       1.921674759691e+36       6.405536688250e+35      -4.430840702629e+42       5.027392089392e-03       1.877471680120e-01 
       7.930485339039e+11       1.201968108954e-21       5.845176929142e-07       1.356761508970e+18       1.027314575243e+04       1.295399375098e-08       8.147103177558e+15       3.374710678344e-07       1.088373949449e+36       5.622109572640e+26       6.665427689039e+27       2.131766915216e-08       5.116183148411e-09       1.895244830108e+31       1.895244776303e+31      -1.000000000000e+00       1.000000000000e-01       7.524088830961e+35       1.840801792221e+36       1.840801792221e+36       6.135961727600e+35      -4.198991926799e+42       5.037537821774e-03       1.873690331541e-01 
       7.845697219271e+11       1.228087689401e-21       5.908332241233e-07       1.327905243056e+18       1.027314575243e+04       1.309398701645e-08       8.059999106307e+15       3.411180956630e-07       1.042570056115e+36       5.443705690063e+26       6.453916660412e+27       2.131766915216e-08       5.116183148411e-09       1.829195758259e+31       1.829195706202e+31      -1.000000000000e+00       1.000000000000e-01       7.207439794638e+35       1.763332334535e+36       1.763332334535e+36       5.877731743887e+35      -3.979274902842e+42       5.047683553766e-03       1.869924183424e-01 
       7.761815604583e+11       1.254774865734e-21       5.972196959192e-07       1.299662706670e+18       1.027314575242e+04       1.323549318324e-08       7.973826300939e+15       3.448045366240e-07       9.986938059822e+35       5.270963017911e+26       6.249117416433e+27       2.131766915216e-08       5.116183148411e-09       1.765448489212e+31       1.765448438864e+31      -1.000000000000e+00       1.000000000000e-01       6.904116838649e+35       1.689123151108e+36       1.689123151108e+36       5.630369287309e+35      -3.771054822940e+42       5.057829285366e-03       1.866173144290e-01 
